	NN1	NN2	NN3	UU1	UU2	UU3
SPU_020796	284	259	266	298	237	174
SPU_020795	0	0	0	2	5	3
SPU_020794	0	3	0	0	4	2
SPU_020792	8	2	1	3	1	1
SPU_020791	1	1	1	1	0	0
SPU_005627	14	19	8	13	10	5
SPU_012646	96	81	102	61	56	33
SPU_006738	4	0	0	0	0	0
SPU_013946	12	24	21	5	4	0
SPU_013945	0	0	0	0	0	0
SPU_011478	2	0	0	0	2	1
SPU_021475	0	0	0	2	2	0
SPU_025545	0	0	0	0	0	0
SPU_025546	1	0	0	0	0	0
SPU_025547	77	65	63	139	107	52
SPU_007988	0	0	1	0	1	0
SPU_023440	0	4	4	0	0	0
SPU_020740	5	12	2	3	3	1
SPU_028909	370	392	384	262	213	190
SPU_017652	0	1	0	0	0	0
SPU_019972	0	7	2	6	1	1
SPU_017287	0	0	1	0	0	0
SPU_028025	0	0	0	0	0	0
SPU_028023	0	0	0	0	0	0
SPU_017282	23	18	30	21	32	18
SPU_028024	1	2	3	2	7	2
SPU_017283	225	181	212	219	192	133
SPU_017286	150	149	144	135	102	81
SPU_017284	0	0	1	0	0	0
SPU_017285	32	29	36	29	37	24
SPU_020302	0	0	0	0	0	0
SPU_020303	10	14	21	3	3	1
SPU_020301	61	51	55	52	26	53
SPU_020300	134	155	160	157	122	105
SPU_020299	6	13	19	7	9	7
SPU_003877	61	55	81	89	50	36
SPU_013543	13	14	8	26	22	15
SPU_008314	38	30	42	51	41	30
SPU_008315	205	211	240	219	149	136
SPU_000382	33	28	48	29	25	9
SPU_000383	14	11	20	15	5	0
SPU_000862	0	0	0	0	0	0
SPU_025419	1527	1845	1242	2318	3903	4467
SPU_025418	260	226	275	240	194	127
SPU_014419	503	461	575	456	377	180
SPU_020922	5188	5367	5256	5837	5219	4791
SPU_020924	45	19	26	11	27	20
SPU_020923	109	109	111	91	68	36
SPU_013580	105	127	102	81	90	77
SPU_013579	13	14	14	6	9	9
SPU_007778	0	0	0	0	0	0
SPU_013581	31	11	26	29	15	11
SPU_013582	6147	5848	5356	4828	5666	4212
SPU_000497	40	22	33	40	31	23
SPU_000496	1	0	2	0	3	2
SPU_004740	63	61	45	50	37	35
SPU_008364	10	16	8	11	12	2
SPU_008365	55	70	59	52	55	53
SPU_016756	0	0	0	0	0	0
SPU_021100	3	0	3	0	3	0
SPU_021099	16	10	15	8	10	4
SPU_021101	2	0	0	0	1	1
SPU_016123	0	0	0	0	0	0
SPU_016122	0	0	0	0	1	0
SPU_007747	32	39	29	45	43	46
SPU_009101	0	0	0	0	0	0
SPU_007812	0	0	0	0	0	0
SPU_002274	1	0	1	0	1	3
SPU_007748	100	93	109	78	62	56
SPU_012120	14	8	17	6	7	5
SPU_011976	6	17	21	7	16	6
SPU_005082	11	18	10	4	8	5
SPU_025402	15	20	9	6	2	5
SPU_024144	50	55	59	50	32	19
SPU_023041	12	11	12	14	8	13
SPU_005483	70	86	74	82	52	54
SPU_006218	0	0	1	1	0	1
SPU_006217	2	0	0	2	3	3
SPU_006380	0	1	1	3	10	3
SPU_024200	604	738	655	739	611	613
SPU_001741	0	3	2	1	1	0
SPU_001740	1	1	2	0	1	0
SPU_025391	0	0	0	0	0	0
SPU_025390	0	0	0	0	0	0
SPU_025392	33	47	47	43	39	41
SPU_025393	97	98	104	79	68	53
SPU_015566	5	9	6	5	8	2
SPU_011443	197	214	235	251	230	239
SPU_028460	10	9	11	12	18	4
SPU_002053	76	112	72	61	72	51
SPU_003204	0	0	0	1	0	0
SPU_027398	217	196	223	113	110	83
SPU_027400	82	81	72	77	69	57
SPU_027399	9	9	5	15	14	8
SPU_012172	5	3	13	12	2	4
SPU_007611	812	849	786	893	752	620
SPU_012171	0	0	0	0	0	0
SPU_026693	24	35	34	25	29	28
SPU_024952	0	0	0	0	0	0
SPU_024949	81	125	99	119	109	90
SPU_027941	108	124	109	87	73	77
SPU_024951	31	27	31	21	20	10
SPU_025286	43	30	50	21	17	13
SPU_016397	10551	9624	11065	11461	9253	4968
SPU_016396	98	71	72	101	59	50
SPU_016393	408	454	532	493	260	194
SPU_016394	1978	1981	2005	2059	1759	1359
SPU_016395	67	80	74	114	61	44
SPU_012838	806	650	625	642	559	401
SPU_006286	1	1	1	1	0	0
SPU_023788	233	215	224	221	173	111
SPU_023840	0	0	0	0	1	0
SPU_014422	0	0	0	0	0	0
SPU_012406	2	0	1	0	0	0
SPU_024383	130	117	121	135	118	103
SPU_008234	94	53	90	68	50	40
SPU_003803	378	366	408	291	126	110
SPU_005802	15	17	29	35	17	8
SPU_009443	313	347	353	331	304	178
SPU_009444	2327	2660	2521	3010	2650	2506
SPU_009442	28	26	24	42	22	16
ENSRNA022743614	0	0	0	0	0	0
SPU_014727	32	43	56	44	30	27
SPU_006945	30	29	34	42	21	26
SPU_028574	60	56	54	166	161	150
SPU_006601	0	0	0	0	0	2
SPU_014623	0	0	0	0	0	0
SPU_006620	0	0	0	0	0	0
SPU_009167	42	35	37	22	27	12
SPU_013259	8	12	16	16	5	6
SPU_027050	0	1	0	0	0	5
SPU_028077	192	220	191	218	161	165
SPU_022172	99	112	100	46	44	26
SPU_010047	39	28	40	76	29	27
SPU_015971	76	54	87	80	58	63
SPU_009166	127	164	135	226	169	160
SPU_005792	48	41	57	83	76	54
SPU_002767	4	1	3	2	1	0
SPU_010273	107	126	141	121	108	68
SPU_010274	30	57	47	45	42	30
SPU_018399	0	0	0	0	0	0
SPU_005484	0	0	0	0	0	0
SPU_011207	0	0	0	0	0	0
SPU_007123	1	0	1	0	0	1
SPU_007125	14	12	19	16	4	9
SPU_018387	1	8	17	11	2	4
SPU_019029	0	0	0	0	0	0
SPU_018386	12	12	15	0	0	1
SPU_007124	0	1	0	0	0	0
SPU_008429	22	23	18	13	19	14
SPU_010683	245	227	229	208	171	131
SPU_020749	118	110	121	88	90	44
SPU_023922	36	48	57	50	31	16
SPU_023921	15	15	13	4	15	4
SPU_016454	6	9	17	12	18	3
SPU_016455	20	11	20	21	25	7
SPU_002075	103	74	67	84	55	65
SPU_005155	35	32	53	68	37	29
SPU_020997	0	0	0	0	0	1
SPU_020996	0	0	0	0	0	0
SPU_020998	667	842	737	981	889	960
SPU_020995	267	306	300	318	288	287
SPU_020994	84	67	53	65	77	52
SPU_020999	30	32	29	26	30	26
SPU_021000	22	9	30	12	15	6
SPU_020993	19	9	16	14	12	12
SPU_020992	51	50	46	66	47	24
SPU_025337	3	1	1	2	1	6
SPU_030074	2	1	4	3	1	6
SPU_021001	0	0	0	0	0	0
SPU_019568	928	972	974	918	854	634
SPU_019567	141	186	146	99	61	62
SPU_019569	339	333	374	307	274	236
SPU_006897	300	302	287	266	250	237
SPU_006900	3276	3550	3183	3366	2961	2939
SPU_006898	537	541	466	423	366	355
SPU_006899	2	1	0	0	0	0
SPU_005372	56	49	49	55	64	46
SPU_006216	86	104	103	75	51	60
SPU_013178	321	341	463	372	300	183
SPU_024116	0	1	0	0	0	0
SPU_024117	35	19	25	27	21	26
SPU_006150	0	0	0	0	2	1
SPU_017169	0	0	0	0	0	0
SPU_012330	423	424	526	411	352	261
SPU_012327	24	17	18	19	15	12
SPU_012328	32	43	67	40	23	19
SPU_012329	362	352	410	280	203	117
SPU_028042	1	6	6	5	1	0
SPU_028043	5	7	3	5	1	2
SPU_016238	0	0	0	0	0	0
SPU_004711	35	26	50	52	58	13
SPU_015721	151	164	186	182	134	85
SPU_015724	35	42	51	42	31	29
SPU_015722	25	26	25	41	48	35
SPU_015723	133	148	119	166	157	139
SPU_016087	100	44	89	51	48	68
SPU_023138	0	0	0	0	0	0
SPU_005859	0	0	0	0	0	0
SPU_005860	0	1	1	1	1	0
SPU_005858	0	0	0	1	0	0
SPU_019800	825	851	873	874	756	751
SPU_011522	0	0	0	0	0	1
SPU_018698	70	82	86	45	57	38
SPU_010113	68	60	86	75	78	51
SPU_010120	4	11	6	13	14	11
SPU_010119	343	318	379	306	239	211
SPU_010114	866	820	891	1109	1086	876
SPU_010118	2536	2793	2703	3033	2728	2539
SPU_011286	24	21	41	27	14	4
SPU_010115	386	368	408	275	278	134
SPU_010117	29	43	33	12	14	13
SPU_010116	566	523	605	480	434	289
SPU_007757	0	0	0	0	0	0
SPU_007758	308	233	413	276	176	85
SPU_007756	103	111	100	101	78	68
SPU_007755	217	201	197	258	186	142
SPU_027346	70	52	51	55	25	22
SPU_008854	0	0	0	0	1	0
SPU_008866	932	1064	966	1526	1370	1462
SPU_008865	130	114	143	75	48	38
SPU_008864	17	19	16	13	10	6
SPU_008863	48	52	58	21	14	21
SPU_008862	60	83	86	45	66	36
SPU_013697	90	79	105	84	63	55
SPU_025397	1358	1289	1489	1290	953	877
SPU_025398	183	159	141	127	119	95
SPU_025401	1	1	0	0	0	0
SPU_025399	134	96	137	128	108	103
SPU_025400	110	106	93	91	104	67
SPU_013261	545	583	590	648	713	593
SPU_028395	322	381	348	190	138	132
SPU_028394	55	65	60	86	76	76
SPU_010652	77	67	60	82	82	61
SPU_022419	16	13	13	9	7	2
SPU_001116	2	3	3	8	6	1
SPU_019665	4	8	6	2	2	0
SPU_019336	3	2	4	5	1	2
SPU_013982	103	94	105	84	50	49
SPU_006482	0	1	2	0	1	0
SPU_023713	0	0	0	0	0	0
SPU_010326	223	214	214	214	191	107
SPU_027205	3	7	8	13	10	3
SPU_006399	0	0	0	0	0	0
SPU_000443	5	1	2	0	4	1
SPU_022586	1	1	0	2	0	1
SPU_026399	1	0	0	0	2	0
SPU_002804	117	138	129	108	85	80
SPU_011216	10	17	8	27	13	10
SPU_022784	318	360	363	480	375	349
SPU_022433	863	777	990	650	429	223
SPU_022783	98	71	97	103	72	46
SPU_011495	32	26	41	20	26	25
SPU_011496	52	68	51	41	46	26
SPU_011497	2	3	6	0	3	0
SPU_004180	12	21	14	6	8	2
SPU_004181	14	8	10	7	4	2
SPU_004186	0	0	0	2	3	1
SPU_004185	0	0	0	0	0	0
SPU_004184	0	0	0	1	2	0
SPU_004183	11	4	13	2	7	2
SPU_004182	0	0	3	0	1	0
SPU_019204	0	2	0	0	3	0
SPU_019203	0	1	1	4	4	6
SPU_002605	30	49	47	52	54	20
SPU_002604	0	0	0	0	0	0
SPU_022763	25	31	18	29	27	30
SPU_012187	0	1	1	3	2	1
SPU_011469	0	7	8	1	0	5
SPU_012186	7	6	2	1	4	4
SPU_012185	10	7	9	5	4	4
SPU_012184	1	2	1	1	0	0
SPU_016158	6	1	4	3	1	0
SPU_022044	9	9	18	3	6	2
SPU_022046	2	0	0	3	4	0
SPU_022045	88	56	75	71	50	41
SPU_014390	101	120	140	118	64	60
SPU_023187	26	32	42	16	26	4
SPU_015079	0	0	1	0	1	0
SPU_024213	1178	1325	1251	1129	955	687
SPU_010297	0	0	0	0	0	0
SPU_018000	29	21	27	31	28	13
SPU_021735	0	0	0	0	0	0
SPU_018004	148	136	151	181	186	75
SPU_021734	0	0	0	0	0	0
SPU_018001	0	0	1	0	0	0
SPU_018002	0	0	0	0	0	1
SPU_018003	0	6	4	4	3	5
SPU_004924	40	41	42	38	33	20
SPU_004923	229	244	219	253	229	219
SPU_015301	15	27	26	23	9	15
SPU_014824	24	14	20	13	15	3
SPU_015300	0	1	0	0	1	1
SPU_014823	0	0	0	1	0	1
SPU_014822	35	33	41	31	25	34
SPU_000437	976	834	1212	771	615	413
SPU_000439	2140	2236	2222	2678	2161	2001
SPU_004158	0	0	0	0	1	0
SPU_004159	2	6	5	3	7	2
SPU_000438	212	208	214	184	115	67
SPU_000440	994	1005	1103	1013	881	819
SPU_008297	0	0	0	0	1	0
SPU_008296	7959	8033	7639	9912	9584	8880
SPU_008294	98	102	106	94	60	66
SPU_026656	0	0	0	0	0	0
SPU_008295	0	0	0	0	0	1
SPU_026657	37	30	35	44	32	16
ENSRNA022743643	0	0	0	0	0	0
SPU_006538	8	6	4	2	0	6
SPU_005919	5	1	7	2	2	1
SPU_005921	3	1	0	0	0	0
SPU_005920	1	2	0	0	0	0
SPU_000441	1668	2180	1774	1396	1387	1714
SPU_000442	539	722	566	465	451	470
SPU_000436	3	5	7	6	6	2
SPU_000435	34	47	35	35	30	28
SPU_020470	6	9	9	10	9	10
SPU_020469	3	0	1	1	1	0
SPU_018604	0	0	0	0	0	0
SPU_000858	46	47	39	35	16	22
SPU_000859	106	84	112	88	46	44
SPU_000192	5	5	0	2	1	0
SPU_010889	25	27	40	39	20	30
SPU_010888	0	0	0	0	1	0
SPU_010878	3	0	0	0	0	1
SPU_010879	0	0	1	0	1	0
SPU_014899	0	0	0	0	0	0
SPU_015049	43	43	56	41	40	16
SPU_015726	0	0	0	0	0	0
SPU_010880	0	0	3	0	0	0
SPU_010887	52	48	44	44	47	16
SPU_010881	165	156	179	164	134	107
SPU_010886	677	711	678	970	802	779
SPU_030228	0	0	2	0	1	0
SPU_024848	24	23	25	25	20	15
SPU_010882	2	1	5	1	2	1
SPU_010883	0	1	5	3	3	2
SPU_010884	8	4	7	4	1	3
SPU_010885	3	0	2	0	1	1
SPU_018343	0	0	0	0	0	0
SPU_019253	200	188	204	242	167	170
SPU_002254	169	139	152	214	185	230
SPU_002250	44	32	32	23	17	15
SPU_002251	3	0	1	1	0	3
SPU_002253	1	12	10	5	8	2
SPU_002252	674	782	798	755	671	545
SPU_018290	101	114	100	81	78	53
SPU_000115	3	3	7	5	4	6
SPU_026563	3	5	0	0	1	1
SPU_011421	1	2	1	1	0	0
SPU_009423	2342	2567	2459	3365	3099	2992
SPU_024705	0	4	0	1	2	1
SPU_009421	9	9	5	10	6	6
SPU_009422	426	409	459	397	242	151
SPU_020767	21	25	36	15	13	14
SPU_006602	472	449	496	400	319	244
SPU_006600	6	9	7	2	3	1
SPU_013212	0	0	0	0	0	0
SPU_016383	139	118	152	160	122	72
SPU_009342	79	73	74	94	86	53
SPU_014336	90	130	116	78	88	64
SPU_001743	0	0	0	0	0	0
SPU_014335	33	38	42	22	34	29
SPU_005723	3	6	7	4	4	0
SPU_009925	44	55	44	49	37	22
SPU_009924	0	0	0	0	0	0
SPU_030010	0	0	0	0	0	0
SPU_027201	0	0	0	0	0	0
SPU_000140	0	0	0	0	0	0
SPU_017639	0	0	0	1	0	0
SPU_017632	0	0	0	0	0	0
SPU_017640	2	0	1	2	1	4
SPU_017631	782	820	848	801	642	589
SPU_017630	5410	4231	6998	4675	3082	1912
SPU_017641	6558	5519	8447	8827	6252	4736
SPU_017629	276	234	254	270	239	266
SPU_017628	1541	1936	1703	1275	1142	1138
SPU_015269	0	0	0	0	0	0
SPU_024154	0	0	0	0	0	0
SPU_016019	0	0	0	0	0	0
SPU_016021	0	0	0	0	0	0
SPU_016020	1462	1652	1486	1410	1364	1354
SPU_011978	190	169	171	196	155	190
SPU_019856	74	67	88	55	57	62
SPU_010897	0	0	1	0	0	0
SPU_012308	18	9	14	11	2	10
SPU_012307	45	32	27	33	18	24
SPU_005652	18	18	25	22	17	14
SPU_021593	30	25	26	22	30	25
SPU_011072	45	58	54	70	52	76
SPU_027631	4306	4572	4346	4496	4002	3635
SPU_027632	0	0	3	0	0	0
SPU_016249	2	0	0	1	0	0
SPU_008056	0	0	0	0	0	0
SPU_018346	3	3	6	3	0	0
SPU_013829	3	3	0	3	2	4
SPU_004211	0	0	1	0	0	0
SPU_004212	0	0	3	0	0	0
SPU_002413	0	0	0	1	4	0
SPU_010472	5	1	2	2	2	1
SPU_010473	0	0	0	0	0	0
SPU_006163	208	168	181	203	126	128
SPU_004965	2	7	12	8	3	2
SPU_004964	1895	1846	1753	1564	1173	918
SPU_007260	202	206	213	205	125	103
SPU_007261	252	242	254	219	209	89
SPU_022500	366	324	416	357	299	189
SPU_017932	77	67	30	123	83	61
SPU_017931	144	136	149	242	179	183
SPU_004126	21798	22556	21356	26453	24421	22520
SPU_013955	0	0	0	0	0	0
SPU_014670	39	44	51	54	37	20
SPU_012240	117	101	113	69	46	57
SPU_009207	41	43	45	33	21	19
SPU_009766	0	0	0	0	0	0
SPU_003173	52	54	55	51	56	38
SPU_023330	101	83	81	85	44	73
SPU_023329	1	4	4	0	6	0
SPU_001102	1	0	0	2	0	0
SPU_027139	0	0	0	0	0	0
SPU_002212	0	0	0	0	0	0
SPU_012877	547	507	529	521	391	281
SPU_020448	24	13	18	25	18	7
SPU_020449	0	0	0	0	0	0
SPU_012878	5	11	16	5	6	7
SPU_004371	0	0	0	0	0	0
SPU_027724	0	0	0	0	0	0
SPU_024647	249	196	281	260	204	111
SPU_024640	1342	1299	1341	1479	1261	981
SPU_024646	23	22	15	12	28	11
SPU_024641	29	56	38	32	42	29
SPU_024645	119	131	110	141	134	119
SPU_024642	570	610	534	468	453	394
SPU_024643	4	3	1	1	4	1
SPU_024644	74	74	88	82	74	63
SPU_017853	15	17	14	19	24	19
SPU_024426	43	32	49	21	10	7
SPU_013981	6	7	3	0	0	0
SPU_020561	2	5	6	1	2	1
SPU_006851	33	48	32	48	52	37
SPU_023574	6	7	4	4	2	0
SPU_006853	184	209	268	154	97	88
SPU_006852	480	472	555	441	308	213
SPU_019870	3	3	2	0	0	0
SPU_026015	0	1	1	0	0	0
SPU_026014	27	16	14	12	11	11
SPU_026171	271	336	317	204	163	88
SPU_026173	1050	956	981	1199	1076	973
SPU_010283	139	147	166	98	78	55
SPU_010282	274	334	311	450	424	381
SPU_011518	0	0	0	0	0	0
SPU_011519	9	14	5	9	4	10
SPU_007325	106	88	75	109	101	85
SPU_020453	51	72	39	69	40	50
SPU_011520	0	0	0	0	0	0
SPU_000815	0	0	2	5	0	0
SPU_002926	20	20	28	28	20	26
SPU_006901	1	0	0	1	2	0
SPU_006902	35	31	31	36	27	16
SPU_022959	0	0	0	0	0	0
SPU_013803	2	3	1	0	0	0
SPU_022931	2	1	0	0	1	0
SPU_025012	1036	848	1195	1105	835	550
SPU_009485	1668	1463	1708	1687	1465	1007
SPU_009484	2933	2994	2968	4102	3614	2722
SPU_007510	1027	1312	1214	1360	1105	1085
SPU_026899	3953	3743	4061	4021	3822	2731
SPU_026898	270	264	287	176	187	117
SPU_017198	814	830	994	840	636	384
SPU_006546	8	6	14	2	8	5
SPU_006545	3916	3838	3810	6024	4704	3181
SPU_011408	0	0	0	0	0	0
SPU_015471	12	19	15	19	13	14
SPU_003778	26	22	35	19	17	16
SPU_003779	22	29	25	37	29	34
SPU_003780	36	39	41	44	24	24
SPU_017121	43	50	43	77	27	22
SPU_007721	191	182	224	157	140	91
SPU_006892	0	0	0	0	0	0
SPU_017119	1	4	10	8	5	0
SPU_007723	1132	1080	1170	974	851	701
SPU_003179	7	5	4	2	1	3
SPU_012723	0	0	0	0	0	0
SPU_018657	0	0	0	0	0	0
SPU_009556	0	0	1	0	0	0
SPU_006047	624	618	749	529	428	232
SPU_015592	3257	3296	3018	3210	3065	2828
SPU_015593	87	87	104	80	68	72
SPU_015595	106	142	126	79	84	85
SPU_000488	126	137	142	190	129	87
SPU_008723	59	64	61	93	53	34
SPU_015594	516	520	530	604	529	475
SPU_019631	16	23	28	38	19	17
SPU_019630	39	35	49	44	38	16
SPU_004894	0	0	0	2	1	0
SPU_001068	311	402	327	360	260	171
SPU_001072	1182	1152	1228	957	755	611
SPU_001071	412	450	467	505	459	395
SPU_001070	5	2	5	3	2	5
SPU_001069	350	379	399	454	394	270
SPU_005881	88	80	82	91	79	58
SPU_004384	0	0	0	0	0	0
SPU_005879	42	31	38	47	40	34
SPU_005878	615	662	695	531	391	224
SPU_005882	6	5	10	18	11	3
SPU_005883	509	484	492	435	346	237
SPU_005542	0	0	3	2	0	0
SPU_022828	252	271	250	218	190	163
SPU_019888	66	66	69	85	48	61
SPU_019887	179	184	178	142	150	145
SPU_011870	0	0	0	0	0	0
SPU_026033	30	37	60	49	29	14
ENSRNA022743706	0	1	0	0	0	0
SPU_025579	254	239	271	248	233	127
SPU_028702	2	5	11	0	1	0
SPU_028704	33	19	20	14	11	11
SPU_008875	467	476	509	545	432	374
SPU_008876	198	189	237	215	168	136
SPU_028121	0	0	0	0	0	0
SPU_023987	54	51	48	28	39	11
SPU_024368	277	182	186	374	373	432
SPU_024367	2	0	1	1	10	14
SPU_011098	34	38	22	43	50	28
SPU_008149	4	5	6	5	3	2
SPU_022007	0	0	0	0	0	0
SPU_019391	447	507	432	343	268	338
SPU_019393	75	90	82	63	37	49
SPU_019392	239	261	253	221	164	128
SPU_016091	1	4	0	4	6	0
SPU_016092	0	0	0	0	0	0
SPU_020713	541	498	583	564	331	224
SPU_011856	79	61	67	64	74	30
SPU_006824	43	25	33	31	35	16
SPU_020080	6	9	11	14	4	1
SPU_001166	7	7	6	5	2	0
SPU_024362	22	33	37	27	23	26
SPU_006109	0	0	2	0	0	0
SPU_024364	19	33	27	27	9	3
SPU_009536	2	1	0	2	0	2
SPU_000643	0	0	0	0	0	0
SPU_013009	162	174	192	159	97	76
SPU_023226	3859	4397	4311	5163	4893	4871
SPU_006732	99	77	86	55	41	27
SPU_006731	0	0	0	0	0	0
SPU_013362	98	92	101	88	79	74
SPU_016476	22	21	12	17	7	14
SPU_028314	0	0	0	0	2	0
SPU_025434	0	3	0	0	0	0
SPU_004600	0	0	0	0	0	0
SPU_012523	4	0	1	1	0	1
SPU_000805	0	0	0	0	0	0
SPU_024242	0	0	0	0	0	0
SPU_010533	51	35	61	46	33	19
SPU_010534	128	142	173	188	170	128
SPU_017297	0	1	4	14	4	4
SPU_007028	32	30	34	23	10	30
SPU_007027	245	181	215	171	167	64
SPU_014111	1192	1028	1188	960	602	435
SPU_021930	2	2	2	0	2	0
SPU_025906	2	0	0	0	0	0
SPU_027856	0	1	0	0	0	0
SPU_004099	0	0	0	0	0	0
SPU_018989	0	0	0	0	0	0
SPU_018988	0	0	0	0	0	0
SPU_011054	1159	1071	1087	1093	979	951
SPU_004218	70	91	71	94	56	45
SPU_018721	0	0	0	0	0	0
SPU_028597	0	1	0	0	1	0
SPU_027592	36	15	49	15	3	1
SPU_015010	6	2	3	3	1	0
SPU_019409	61	48	76	57	58	47
SPU_023290	121	126	166	158	113	96
SPU_020827	44	40	72	44	41	21
SPU_011415	8	7	4	6	5	5
SPU_022480	47	42	48	82	34	24
SPU_022479	63	49	41	36	45	23
SPU_004236	56	51	71	44	27	27
SPU_004235	25	31	31	45	32	30
SPU_007776	109	75	104	132	65	29
SPU_007777	431	326	407	501	397	405
SPU_011984	494	580	532	571	468	435
SPU_011983	263	261	263	222	171	156
SPU_004560	2	0	0	0	0	0
SPU_014591	0	0	0	1	0	0
SPU_014590	0	0	0	0	0	0
SPU_009294	1	0	4	9	9	4
SPU_015992	0	1	2	1	0	0
SPU_017795	0	0	0	0	0	0
SPU_010453	0	0	0	0	0	0
SPU_010680	0	0	0	0	0	0
SPU_015185	0	0	0	0	0	0
SPU_010679	0	4	0	0	0	0
SPU_003252	0	0	0	0	0	0
SPU_028625	0	0	0	0	0	0
SPU_000577	0	0	0	0	1	2
SPU_005116	0	0	0	0	0	0
SPU_016945	19	21	20	22	11	15
SPU_017314	70	53	92	75	51	27
SPU_023710	2	9	7	6	0	1
SPU_007454	24	13	15	16	12	13
SPU_005828	1	0	1	2	1	2
SPU_018146	76	114	76	93	89	63
SPU_018145	0	0	0	0	0	0
SPU_018556	255	211	239	187	185	125
SPU_018554	110	112	103	91	78	29
SPU_018555	183	175	230	148	120	100
SPU_009731	58	55	62	64	55	48
SPU_001926	0	7	4	9	4	2
SPU_011330	2	0	0	0	0	0
SPU_008654	103	88	146	86	66	15
SPU_008655	1	1	1	0	0	2
SPU_016164	30	32	39	20	21	7
SPU_016324	245	252	273	129	121	105
SPU_025163	166	213	163	144	119	94
SPU_018742	454	487	552	321	266	143
SPU_018741	7	4	7	2	0	1
SPU_018740	61	72	64	63	67	50
SPU_028605	148	143	138	175	123	110
SPU_000899	40	39	45	38	26	22
SPU_002097	667	643	646	537	494	401
SPU_002096	340	323	355	408	332	233
SPU_002098	1	1	0	0	0	0
SPU_002099	0	0	0	0	0	0
SPU_008127	0	0	0	0	0	0
SPU_024319	2	3	2	4	0	1
SPU_023871	885	933	946	884	814	782
SPU_023870	0	0	0	0	0	0
SPU_027697	92	71	61	64	38	46
SPU_021924	6014	6007	5941	6826	6589	6549
SPU_001517	8	11	19	12	4	4
SPU_010974	27	16	30	9	6	14
SPU_009196	2472	2358	2550	2231	1813	1326
SPU_010973	0	0	0	0	0	0
SPU_009197	70	69	66	72	47	58
SPU_014005	82	49	78	92	73	49
SPU_014006	931	1022	1041	1103	859	589
ENSRNA022746409	2	0	0	0	0	0
SPU_028369	0	1	1	2	6	0
SPU_014023	1	1	1	11	1	5
SPU_022730	0	0	0	0	0	0
SPU_022729	0	0	0	0	0	0
SPU_023736	0	0	0	0	0	0
SPU_020952	0	0	0	0	1	0
SPU_028377	0	0	0	0	0	0
SPU_009354	23	30	24	31	28	25
SPU_018704	0	0	0	0	0	0
SPU_018703	2	6	2	0	1	3
SPU_005318	225	193	200	125	84	94
SPU_018701	1721	1579	1849	1318	1004	825
SPU_013529	0	0	0	0	0	0
SPU_012312	0	0	0	0	0	0
SPU_018702	810	864	903	774	595	461
SPU_009454	925	938	950	965	830	553
SPU_027760	309	328	357	354	237	210
SPU_016216	48	52	42	44	47	37
SPU_016472	175	135	185	138	120	86
SPU_008624	20	20	26	23	28	24
SPU_008625	296	281	309	347	244	248
SPU_005499	2	4	1	5	6	2
SPU_020962	0	0	0	0	0	0
SPU_013143	14	13	17	21	6	6
SPU_008779	57	65	54	103	79	76
SPU_008775	68	61	73	95	50	56
SPU_021445	15	11	8	21	13	10
ENSRNA022746407	0	0	0	0	0	0
ENSRNA022746404	0	0	0	0	0	0
SPU_021446	75	65	71	37	45	47
SPU_021444	45	44	50	39	47	24
SPU_025920	275	259	355	255	237	198
SPU_015305	10	4	14	23	12	6
SPU_015311	1178	1176	1358	1235	1202	1093
SPU_015304	24	17	26	22	12	19
SPU_008621	295	285	286	270	236	154
SPU_009847	646	706	745	623	550	402
SPU_009848	0	0	0	2	1	0
SPU_015310	199	258	286	233	159	98
SPU_015306	107	118	106	95	74	44
SPU_015309	161	120	162	98	133	123
SPU_015307	110	110	137	129	91	92
SPU_015308	205	206	178	157	116	72
SPU_005267	16	17	19	7	9	7
SPU_002760	146	150	185	194	160	106
ENSRNA022745209	15	2	4	2	5	3
SPU_024916	66	92	51	66	76	45
SPU_020116	81	93	91	105	79	50
SPU_005268	42	60	48	52	36	17
SPU_005266	356	399	395	291	301	183
SPU_005265	178	225	232	136	135	103
SPU_005269	142	175	156	107	107	96
SPU_011390	0	0	0	0	0	0
SPU_005264	50	70	66	49	30	25
SPU_007130	53	51	52	67	49	30
SPU_007129	364	445	409	337	261	230
SPU_003148	0	0	0	0	0	0
SPU_007127	22	23	21	23	29	27
SPU_007128	39	25	24	34	27	13
SPU_014599	15	17	22	19	26	6
SPU_014598	1388	1611	1718	1755	1725	1329
SPU_003729	1	7	8	3	1	4
SPU_010918	90	101	99	88	93	76
SPU_010917	23	25	23	14	9	23
SPU_010916	4361	4435	4482	4662	4240	4254
SPU_014594	38673	41254	40154	47541	44223	40454
SPU_014597	0	0	0	0	0	0
SPU_014596	60	76	65	46	33	33
SPU_002022	186	181	181	173	151	124
SPU_011665	24	38	26	23	19	20
SPU_011666	0	3	6	0	2	0
SPU_011664	223	258	195	298	249	276
SPU_022946	42	41	55	78	23	17
SPU_022945	17	20	20	20	19	15
SPU_022947	39	33	34	35	17	17
SPU_022948	293	273	292	226	208	137
SPU_014595	0	0	0	0	0	0
SPU_026541	6837	6899	6744	7164	7047	6641
SPU_009907	0	1	0	0	0	0
SPU_012887	120	133	144	127	83	78
SPU_005618	3	2	2	1	1	3
SPU_002775	980	1103	1070	1618	1330	1264
SPU_002774	65	80	78	97	99	81
SPU_013051	0	1	1	0	0	0
