	fav_recoveryA	fav_recoveryB	fav_recoveryC	fav_stressA	fav_stressB	fav_stressC
isogroup10908	0	0	0	0	0	0
isogroup109111	30	0	5	1	3	0
isogroup109130	0	0	0	0	0	0
isogroup109180	4	0	2	2	0	0
isogroup109182	12	0	0	6	3	0
isogroup109203	37	0	5	3	5	0
isogroup10921	0	0	0	0	0	0
isogroup109213	58	1	7	15	6	5
isogroup109219	0	0	0	0	0	0
isogroup109239	10	0	0	0	0	0
isogroup109259	2	0	0	0	0	0
isogroup109264	3	0	4	1	6	0
isogroup109272	1	0	0	0	0	0
isogroup109297	1	0	0	0	0	0
isogroup109298	6	0	0	0	0	0
isogroup109323	27	7	2	24	3	3
isogroup109329	0	0	0	0	0	0
isogroup109348	2	0	1	1	1	0
isogroup109349	9	0	0	2	3	1
isogroup10935	0	0	0	0	0	0
isogroup109364	71	9	77	41	7	5
isogroup109369	0	0	0	0	0	0
isogroup10937	94	0	15	18	2	15
isogroup109402	0	0	3	0	0	0
isogroup109414	1	0	0	0	0	0
isogroup109416	1	0	0	0	0	0
isogroup109417	0	0	1	1	0	20
isogroup10943	0	0	0	0	0	0
isogroup109436	1	0	0	2	0	0
isogroup109440	1	0	0	0	0	0
isogroup109449	0	0	3	3	0	1
isogroup109478	1	0	0	1	0	0
isogroup109485	13	1	2	2	0	0
isogroup109502	0	0	1	0	0	0
isogroup109509	5	0	2	4	2	0
isogroup109520	0	0	0	0	1	0
isogroup109526	0	0	0	0	0	0
isogroup109580	0	0	0	0	0	0
isogroup109587	25	7	9	11	3	4
isogroup109588	7	0	0	0	0	0
isogroup1096	3	0	0	0	1	0
isogroup109602	2	0	0	0	0	0
isogroup109625	0	0	0	2	0	0
isogroup109672	0	0	3	2	1	0
isogroup109680	0	0	0	0	0	0
isogroup109692	61	2	14	9	9	3
isogroup109696	1	0	0	0	0	1
isogroup109697	0	0	0	0	0	0
isogroup109726	0	0	0	0	0	0
isogroup109761	0	0	0	0	0	0
isogroup109765	0	0	0	0	0	0
isogroup109818	11	1	9	2	3	0
isogroup109822	0	0	0	0	0	0
isogroup109826	0	0	0	0	0	0
isogroup10983	0	0	0	0	0	0
isogroup109834	30	0	5	2	1	0
isogroup109874	29	1	1	3	3	5
isogroup109882	0	0	2	0	0	0
isogroup109904	0	1	0	0	0	0
isogroup109908	1	0	0	2	0	0
isogroup10991	4366	216	717	781	337	698
isogroup10992	406	29	67	71	44	40
isogroup109927	0	0	0	0	0	0
isogroup109943	32	1	6	3	16	2
isogroup10996	15	1	22	15	5	3
isogroup10997	1116	56	291	237	122	127
isogroup109993	3	2	6	2	3	2
isogroup110017	0	0	0	0	0	0
isogroup11005	318879	54835	168234	73040	44069	13969
isogroup110056	4	0	1	4	0	2
isogroup110061	5	0	0	0	0	0
isogroup110075	2	0	0	2	0	1
isogroup110078	0	0	0	0	0	0
isogroup110096	11	3	7	0	0	0
isogroup11012	7883	269	2325	1953	693	1277
isogroup110128	0	0	1	0	0	0
isogroup110131	163	5	21	45	7	14
isogroup110136	1	0	1	0	0	0
isogroup110151	2	0	0	3	0	0
isogroup110155	1	0	0	0	0	0
isogroup110157	10	7	0	0	0	0
isogroup110172	0	0	0	0	0	0
isogroup110188	0	0	0	0	0	0
isogroup110190	2	0	0	0	0	0
isogroup110192	0	0	0	0	0	3
isogroup110194	2	0	0	0	3	0
isogroup11020	894	22	239	176	124	66
isogroup110241	5	1	6	1	0	1
isogroup110255	1	0	0	0	0	0
isogroup110259	1	0	0	0	2	0
isogroup110265	4	0	0	0	0	0
isogroup110305	0	0	0	0	0	0
isogroup110306	10	0	2	0	1	0
isogroup110313	1	0	0	0	1	0
isogroup110321	1	0	1	0	0	0
isogroup11035	31	3	43	118	1	103
isogroup110350	29	0	11	9	17	5
isogroup110377	0	3	1	1	0	0
isogroup110398	108	9	63	26	23	11
isogroup11040	0	0	0	0	0	0
isogroup110403	0	0	0	0	0	0
isogroup11044	254	0	166	23	35	2
isogroup110454	1	2	0	0	0	0
isogroup110485	27	4	8	3	4	0
isogroup110486	2	0	0	0	0	0
isogroup11051	337	55	96	93	23	38
isogroup110512	7	4	5	3	1	3
isogroup110530	9	0	1	2	1	0
isogroup110559	1	0	0	0	0	0
isogroup110567	0	0	0	1	0	0
isogroup110588	0	0	0	0	0	0
isogroup110593	1	0	4	0	0	0
isogroup110600	18	0	5	12	1	2
isogroup110614	2	1	0	0	0	0
isogroup110641	0	0	1	1	0	0
isogroup110642	2	0	0	0	0	0
isogroup110655	0	0	0	0	0	0
isogroup110660	2	0	0	0	0	0
isogroup110675	105	3	50	15	17	2
isogroup11071	4245	116	3771	3220	869	591
isogroup110729	35	13	5	0	0	0
isogroup110740	10	0	11	10	3	1
isogroup110745	0	0	0	0	0	0
isogroup110780	3	0	0	1	1	0
isogroup110788	6	4	7	2	2	1
isogroup110794	26	0	2	4	1	11
isogroup110797	0	0	0	0	0	0
isogroup110805	11	5	18	4	2	0
isogroup11081	0	0	1	0	0	0
isogroup110814	5	1	0	0	0	0
isogroup110815	5	0	0	0	2	0
isogroup110824	19	4	22	3	7	4
isogroup110844	0	0	0	0	0	0
isogroup11085	208	11	130	92	34	31
isogroup110885	0	0	0	0	0	0
isogroup110905	22	6	4	2	4	0
isogroup110906	11	0	7	2	0	0
isogroup11092	354	17	158	147	54	54
isogroup110924	11	1	0	2	0	0
isogroup110936	4	0	0	0	0	0
isogroup110971	1	0	0	1	0	0
isogroup111000	0	0	0	0	0	0
isogroup111010	0	0	0	0	0	0
isogroup111054	2	0	0	0	0	0
isogroup111111	2	0	0	0	0	0
isogroup111124	0	0	0	0	0	0
isogroup111185	0	0	0	0	0	0
isogroup111214	3	0	0	0	0	0
isogroup111226	9	0	3	2	0	0
isogroup111228	12	0	8	4	3	2
isogroup111235	0	0	0	1	0	0
isogroup111243	124	8	1	6	6	0
isogroup111297	1	5	0	2	1	1
isogroup11131	27	0	5	4	0	0
isogroup111315	0	0	0	1	0	0
isogroup11134	0	0	0	0	0	0
isogroup111347	73	2	11	7	6	1
isogroup111357	0	1	5	0	2	0
isogroup111401	0	0	0	1	0	0
isogroup111422	1	0	0	1	0	0
isogroup111433	1	0	0	0	0	0
isogroup111453	1	0	0	0	0	0
isogroup111468	0	0	0	0	2	0
isogroup11147	385	19	130	101	69	82
isogroup111491	64	5	33	25	12	14
isogroup111515	0	0	0	0	0	0
isogroup111533	0	0	0	0	0	0
isogroup111535	11	1	2	6	0	4
isogroup111542	18	0	3	10	3	0
isogroup111548	0	0	0	0	1	0
isogroup111584	0	0	0	0	0	0
isogroup111585	0	0	0	0	0	0
isogroup111600	0	0	0	0	2	0
isogroup111615	1	0	0	1	0	0
isogroup111616	0	0	0	0	0	0
isogroup111621	15	0	5	6	8	2
isogroup111623	0	0	0	0	0	1
isogroup111634	0	0	0	0	0	0
isogroup111637	17	1	9	5	2	2
isogroup111646	0	0	0	1	0	0
isogroup11166	2	0	0	1	0	0
isogroup111670	83	9	36	35	11	8
isogroup111689	4	0	0	0	0	0
isogroup111699	0	0	0	0	0	0
isogroup111711	2	0	0	0	0	0
isogroup111722	39	5	29	3	3	4
isogroup111728	0	0	0	0	0	0
isogroup11173	5	4	2	14	10	51
isogroup111750	0	0	0	2	0	0
isogroup111761	4	0	1	0	0	0
isogroup111780	159	16	87	18	8	9
isogroup111814	2	0	0	1	0	0
isogroup111816	14	0	1	1	1	0
isogroup111819	1	0	0	0	0	0
isogroup11183	12	4	0	9	2	0
isogroup111862	0	0	0	0	0	0
isogroup111883	0	0	0	0	0	0
isogroup111910	15	0	0	2	4	0
isogroup111918	0	0	0	0	0	0
isogroup111928	4	6	5	4	0	2
isogroup111934	0	0	0	0	1	0
isogroup111947	0	0	0	2	0	4
isogroup11195	437	58	202	125	60	65
isogroup111954	2	0	0	1	0	0
isogroup111960	0	0	0	0	0	0
isogroup111978	1	0	2	0	0	0
isogroup111987	0	0	0	0	0	0
isogroup111988	2	2	3	2	0	0
isogroup112009	1	0	0	0	1	0
isogroup112018	8	1	2	0	0	0
isogroup112042	5	0	0	0	0	1
isogroup112048	0	0	0	0	0	0
isogroup112056	0	0	1	0	0	0
isogroup112061	0	2	0	0	0	0
isogroup112088	0	0	0	0	0	0
isogroup112092	0	0	1	1	0	0
isogroup112102	4	3	1	10	1	0
isogroup112120	8	2	2	1	0	3
isogroup112148	3	0	0	0	0	0
isogroup112210	10	0	0	0	0	0
isogroup112217	0	0	1	0	0	0
isogroup112233	1	0	0	0	0	0
isogroup112247	1	4	0	0	0	0
isogroup112263	5	2	0	0	0	0
isogroup112288	3	0	9	0	0	0
isogroup112293	0	0	0	1	0	0
isogroup112298	0	0	0	0	0	0
isogroup112339	1	0	0	0	0	0
isogroup112340	25	3	5	6	5	0
isogroup112343	4	0	0	2	1	1
isogroup112359	18	4	5	7	0	1
isogroup112363	0	0	0	0	0	0
isogroup112378	8	0	0	4	0	0
isogroup112399	27	7	5	12	1	0
isogroup112409	0	0	3	0	0	0
isogroup112428	0	0	0	2	0	0
isogroup112434	12	0	4	2	0	0
isogroup112441	21	0	5	4	3	2
isogroup112451	2	0	0	2	0	0
isogroup11246	259	6	49	92	13	41
isogroup112462	4	0	0	0	1	0
isogroup112479	0	1	0	0	0	0
isogroup112481	0	1	0	0	0	0
isogroup112495	17	0	1	1	1	2
isogroup112496	0	0	0	0	1	0
isogroup112505	0	0	0	0	0	0
isogroup112536	0	0	0	0	0	0
isogroup112549	0	0	0	0	0	0
isogroup112565	14	12	0	4	0	2
isogroup112593	0	0	0	0	0	0
isogroup112670	1	0	1	0	0	0
isogroup11269	480	32	172	118	61	82
isogroup112691	1	0	1	0	0	0
isogroup112697	0	0	0	0	0	0
isogroup112719	0	0	0	0	1	1
isogroup11272	0	0	0	0	0	0
isogroup11273	15	3	9	6	4	9
isogroup112733	4	0	0	1	1	0
isogroup112739	0	0	0	0	0	0
isogroup112740	4	3	1	0	0	0
isogroup112746	4	0	0	0	0	0
isogroup112753	30	0	0	0	2	0
isogroup112769	0	0	0	0	0	0
isogroup112786	7	0	0	0	1	0
isogroup112794	14	1	2	4	2	0
isogroup112798	11	3	2	6	1	0
isogroup112819	0	0	0	0	0	0
isogroup112821	0	0	0	0	0	0
isogroup112834	0	1	0	0	0	0
isogroup112850	0	0	0	0	0	0
isogroup11286	3	0	0	1	1	0
isogroup112881	1	0	0	1	0	0
isogroup112882	5	0	0	0	0	0
isogroup11289	82	16	12	11	13	3
isogroup112928	1	0	1	0	0	0
isogroup11294	1802	14	7	27	6	23
isogroup112946	5	0	2	0	1	0
isogroup112952	0	0	0	0	1	0
isogroup113063	0	0	0	0	0	0
isogroup113088	0	0	0	1	0	0
isogroup113109	0	0	0	0	0	0
isogroup113146	194	26	111	97	19	9
isogroup113157	20	0	1	13	0	2
isogroup113171	0	0	0	0	0	0
isogroup113194	1	0	0	0	0	0
isogroup113198	0	0	0	0	0	0
isogroup113202	0	1	0	2	0	0
isogroup11321	0	0	0	19	27	2
isogroup113240	1	0	0	0	0	0
isogroup113279	3	0	0	0	0	0
isogroup11331	0	0	0	0	0	0
isogroup113334	0	1	0	0	0	0
isogroup11334	18	6	9	7	0	0
isogroup113345	0	0	0	0	0	0
isogroup113346	33	5	12	4	0	0
isogroup113384	3	0	2	0	3	0
isogroup113404	1	0	0	1	1	0
isogroup113413	0	0	0	0	0	0
isogroup11342	0	0	0	0	0	3
isogroup113420	1	0	0	1	0	0
isogroup113423	20	0	6	7	7	0
isogroup113426	19	0	9	0	1	0
isogroup113481	4	0	0	0	3	0
isogroup113486	0	0	0	0	0	0
isogroup11355	0	0	0	0	0	0
isogroup113581	14	3	0	2	1	0
isogroup113594	0	0	1	0	0	0
isogroup113597	0	0	0	0	0	0
isogroup113700	0	0	0	0	0	0
isogroup113722	5	0	1	0	0	0
isogroup113733	19	0	6	1	0	1
isogroup113734	13	0	6	0	0	0
isogroup113760	1	3	2	0	0	0
isogroup113762	2	0	2	0	4	0
isogroup113767	0	0	0	0	0	0
isogroup113801	1	0	0	0	0	0
isogroup113804	30	0	2	7	0	3
isogroup11381	58	6	41	15	3	1
isogroup113813	0	0	0	0	0	0
isogroup113865	41	0	4	4	0	1
isogroup113870	1	0	0	0	0	0
isogroup113879	3	0	2	1	0	0
isogroup113918	14	0	7	9	3	0
isogroup113946	0	0	0	0	3	0
isogroup11395	93	17	60	48	18	2
isogroup113956	8	0	0	0	2	7
isogroup113965	2	0	0	0	1	0
isogroup113973	9	0	0	0	0	0
isogroup113974	11	0	2	1	0	0
isogroup113975	0	0	0	0	0	0
isogroup113977	0	0	0	0	0	0
isogroup113979	0	0	0	0	0	0
isogroup113982	40	1	0	1	0	4
isogroup114002	0	0	0	3	0	0
isogroup114031	3	1	0	1	0	0
isogroup114087	4	3	0	1	0	0
isogroup1141	2	0	0	0	0	0
isogroup114110	0	0	0	0	0	0
isogroup114121	7	0	0	1	0	0
isogroup114127	6	2	3	3	0	1
isogroup11414	4	0	5	0	1	0
isogroup114145	0	0	0	0	0	0
isogroup11415	2	0	0	0	1	1
isogroup114150	3	0	2	0	0	1
isogroup114154	0	0	0	0	0	0
isogroup114166	15	1	9	0	3	7
isogroup114179	0	0	0	0	0	0
isogroup114185	2	0	0	0	0	0
isogroup114202	0	4	0	0	0	0
isogroup114204	3	0	1	2	1	0
isogroup114216	0	3	0	1	0	0
isogroup11423	70	15	9	23	8	3
isogroup114245	1	0	1	0	0	0
isogroup114246	0	0	0	0	0	0
isogroup11425	18	1	8	1	2	3
isogroup114258	65	0	25	9	16	15
isogroup114275	0	0	0	0	0	0
isogroup114280	0	0	0	0	0	0
isogroup114309	3	1	2	0	0	0
isogroup114314	45	0	14	14	3	14
isogroup11434	0	1	0	0	0	0
isogroup114359	0	0	0	0	0	0
isogroup114367	4	1	0	1	0	0
isogroup114381	21	1	3	6	3	2
isogroup114388	0	1	0	0	0	0
isogroup114391	1	0	0	0	2	0
isogroup114423	0	0	1	0	0	0
isogroup11444	0	0	0	0	0	0
isogroup114444	0	0	0	0	0	0
isogroup114503	58	0	13	24	7	14
isogroup11451	37	16	3	11	4	4
isogroup11452	31	4	3	4	6	5
isogroup114557	0	0	0	0	0	0
isogroup114580	2	0	0	0	0	0
isogroup11459	287	5	164	46	23	15
isogroup114600	0	0	0	0	0	0
isogroup114613	2	0	0	0	0	0
isogroup114634	5	0	1	5	0	3
isogroup114645	18	6	4	7	2	0
isogroup11465	18	0	2	4	4	1
isogroup11467	1	1	0	1	0	0
isogroup114707	8	0	0	0	0	0
isogroup11472	62	0	36	6	3	2
isogroup114742	0	0	0	0	0	0
isogroup114753	5	7	2	5	1	0
isogroup114754	0	0	0	0	0	0
isogroup114762	0	0	0	4	0	0
isogroup11477	7	2	6	3	6	0
isogroup114781	0	0	0	0	1	0
isogroup114786	3	0	0	0	0	0
isogroup11479	23	3	2	2	3	0
isogroup114795	0	0	0	0	0	0
isogroup114801	5	0	2	0	1	0
isogroup114827	0	0	1	0	0	0
isogroup114844	0	0	0	0	0	0
isogroup114847	0	0	1	0	0	0
isogroup114851	2	0	0	0	0	0
isogroup114859	0	0	0	0	1	0
isogroup114866	5	0	0	1	1	0
isogroup114867	2	0	0	0	0	0
isogroup114878	1	3	1	0	0	0
isogroup114888	64	1	7	4	15	1
isogroup11489	30	0	2	5	1	1
isogroup114903	0	0	0	0	0	0
isogroup114904	9	0	0	0	3	0
isogroup114915	2	0	0	0	0	0
isogroup114920	0	0	0	0	0	0
isogroup114924	0	0	0	0	0	0
isogroup114947	2	0	0	2	0	0
isogroup114979	0	0	0	0	0	0
isogroup115	0	0	0	0	0	0
isogroup115029	121	30	57	20	23	21
isogroup115039	3	4	0	0	0	0
isogroup11504	8	3	1	0	0	0
isogroup115078	1	0	0	0	0	0
isogroup11511	6	1	0	0	0	0
isogroup115118	0	0	0	0	0	0
isogroup115145	7	0	2	4	2	0
isogroup115153	15	0	1	1	0	0
isogroup115180	0	0	0	0	0	0
isogroup115190	56	0	1	1	0	0
isogroup115215	1	3	0	0	0	1
isogroup115220	4	4	0	1	0	0
isogroup115267	2	0	0	0	0	0
isogroup115282	9	0	7	2	3	0
isogroup115301	0	0	0	0	0	0
isogroup115304	4	0	6	0	2	0
isogroup115313	76	2	33	38	8	10
isogroup115332	0	0	0	0	0	0
isogroup115364	1	0	0	1	2	0
isogroup115407	0	0	0	0	0	0
isogroup115425	0	0	0	0	0	0
isogroup115428	0	0	0	0	0	1
isogroup115462	0	0	0	0	1	0
isogroup115475	0	0	0	2	1	0
isogroup115487	15	0	8	2	0	0
isogroup115490	0	0	0	0	0	0
isogroup11550	126	15	50	26	22	8
isogroup115517	5	1	0	1	0	0
isogroup115554	64	8	51	18	19	1
isogroup115556	0	0	0	0	0	0
isogroup115562	28	1	1	2	4	0
isogroup115563	0	0	0	0	0	0
isogroup115581	11	4	1	5	0	0
isogroup11560	128	257	19	10	7	7
isogroup115624	4	0	0	0	0	0
isogroup115631	0	0	0	1	0	0
isogroup115636	18	0	2	4	2	0
isogroup115659	2	0	0	0	0	0
isogroup11566	97	3	14	18	6	3
isogroup11568	0	1	0	0	0	0
isogroup115699	0	0	0	0	0	0
isogroup115708	0	0	0	0	0	0
isogroup115731	0	0	8	0	0	0
isogroup115753	2	0	0	0	1	0
isogroup115764	0	0	0	0	0	0
isogroup115769	4	1	0	0	2	0
isogroup11578	185	1	41	40	19	21
isogroup1158	31	1	5	7	2	7
isogroup11582	0	0	1	0	0	0
isogroup115875	3	0	0	0	0	0
isogroup115894	7	1	1	1	5	0
isogroup115900	10	0	0	0	0	0
isogroup115908	155	22	61	27	40	14
isogroup11591	31	7	4	5	7	5
isogroup115924	0	0	0	0	0	0
isogroup11593	1	0	0	0	0	0
isogroup115942	1	0	0	0	0	0
isogroup115969	0	0	0	0	0	0
isogroup115976	0	0	0	0	0	0
isogroup115984	31	0	11	2	4	2
isogroup11600	11	6	12	18	7	9
isogroup116012	2	0	0	0	0	0
isogroup116021	8	11	2	9	3	1
isogroup116033	3	0	1	3	1	0
isogroup11604	59	4	22	9	1	4
isogroup116043	16	0	0	0	0	4
isogroup116048	0	0	0	0	0	2
isogroup11608	8	0	0	0	0	1
isogroup116089	16	1	1	7	4	0
isogroup116097	14	5	1	0	2	0
isogroup116114	0	0	0	0	0	0
isogroup116152	68	5	18	16	2	6
isogroup116171	2	0	0	0	0	0
isogroup11620	62	0	3	5	1	7
isogroup11621	32	1	3	8	1	0
isogroup116221	4	0	0	0	1	0
isogroup116225	4	0	0	0	0	0
isogroup116232	0	0	0	0	0	0
isogroup11625	0	0	0	0	0	0
isogroup116263	5	1	1	1	0	0
isogroup116282	0	0	0	1	0	0
isogroup116318	82	39	14	24	15	1
isogroup116349	1	0	0	0	1	0
isogroup11635	10	0	0	5	0	0
isogroup11636	9	1	2	0	0	0
isogroup116374	1	0	0	0	0	0
isogroup116410	0	0	0	0	0	0
isogroup116414	0	0	0	0	0	0
isogroup116415	0	0	0	0	0	0
isogroup116416	0	0	0	3	1	0
isogroup116422	4	0	12	2	0	0
isogroup116436	1	0	0	0	0	0
isogroup116445	0	0	0	0	0	0
isogroup116448	0	0	0	0	0	0
isogroup116453	0	0	0	0	0	0
isogroup116455	0	0	0	0	0	0
isogroup116497	0	0	1	0	0	0
isogroup116538	47	30	40	12	4	2
isogroup116540	85	4	83	26	21	8
isogroup116601	3	0	0	0	0	0
isogroup11662	8	0	2	0	0	0
isogroup116638	1	1	0	2	0	0
isogroup116647	3	1	0	5	0	0
isogroup11667	67	3	18	1	0	0
isogroup116672	4	1	0	0	0	0
isogroup116700	11	0	7	5	3	0
isogroup116737	0	0	0	0	0	0
isogroup116756	0	0	0	0	0	0
isogroup116772	0	0	0	0	0	0
isogroup116787	5	0	0	0	0	0
isogroup116797	0	0	0	2	0	0
isogroup11680	53	0	18	7	7	0
isogroup11681	143	31	65	42	23	22
isogroup116819	0	0	0	0	0	0
isogroup116820	86	52	54	15	15	6
isogroup116823	14	3	26	0	2	0
isogroup116837	1	0	0	1	0	0
isogroup116910	4	0	1	0	0	0
isogroup116916	3	0	0	1	0	0
isogroup116949	0	0	0	0	0	0
isogroup116964	3	3	0	5	3	0
isogroup116968	0	0	0	0	0	0
isogroup116973	45	2	0	0	0	0
isogroup116975	3	2	9	6	0	1
isogroup116998	0	0	0	0	0	0
isogroup117026	1	0	0	0	0	0
isogroup117039	0	0	0	0	0	0
isogroup117040	23	0	1	3	0	3
isogroup117047	1	0	0	1	0	0
isogroup117051	1	3	3	0	0	0
isogroup117054	0	0	0	0	0	0
isogroup11706	69	2	14	14	5	6
isogroup117064	4	1	3	1	1	0
isogroup117075	0	0	0	0	0	0
isogroup117083	0	0	0	0	0	0
isogroup117087	1	0	0	0	0	0
isogroup117097	0	0	0	0	0	0
isogroup117100	2	0	0	0	0	0
isogroup117108	0	0	0	0	0	0
isogroup11711	8	8	0	2	2	2
isogroup117117	1	0	0	1	0	0
isogroup117123	1	0	0	0	2	0
isogroup117137	3	0	0	0	0	0
isogroup11717	13	1	4	7	1	0
isogroup117197	2	0	0	0	0	0
isogroup117227	0	0	0	0	0	0
isogroup117231	0	0	0	0	0	0
isogroup11724	0	0	0	0	0	0
isogroup117240	1	0	0	0	0	0
isogroup117263	2	1	0	0	0	0
isogroup117273	0	0	0	0	0	0
isogroup117286	1	0	0	0	0	0
isogroup117289	3	2	6	5	0	0
isogroup117306	5	0	0	0	0	0
isogroup11732	34	5	2	12	1	0
isogroup117339	4	0	3	0	0	0
isogroup11734	0	0	0	0	0	0
isogroup117357	0	0	0	0	0	0
isogroup117374	2	0	0	0	1	0
isogroup117375	4	0	0	1	1	0
isogroup117405	4	0	0	0	0	0
isogroup11742	11	5	21	5	2	0
isogroup117480	7	0	1	1	1	4
isogroup117491	6	3	9	16	1	3
isogroup1175	21	2	9	2	1	0
isogroup117507	23	0	32	5	0	3
isogroup117510	0	0	0	0	0	0
isogroup117524	51	4	19	9	6	1
isogroup117530	7	1	1	0	2	0
isogroup117546	2	3	5	0	0	0
isogroup117550	0	0	0	0	0	0
isogroup117570	0	0	3	0	0	0
isogroup117574	45	3	2	7	0	4
isogroup117608	50	13	12	5	12	0
isogroup117634	1	1	2	2	0	1
isogroup117643	50	3	36	22	13	7
isogroup117652	13	0	6	8	2	2
isogroup11767	0	0	1	2	0	0
isogroup117676	0	0	0	0	0	0
isogroup117711	4	0	1	1	0	0
isogroup117748	2	0	1	0	1	0
isogroup117769	1	0	0	0	0	0
isogroup117783	0	0	0	0	0	0
isogroup117784	13	0	1	1	2	0
isogroup117800	5	0	0	2	1	3
isogroup117821	1	0	0	0	0	0
isogroup117823	0	0	0	0	0	0
isogroup117830	0	0	0	0	0	0
isogroup117910	0	0	0	1	0	0
isogroup117927	39	2	21	8	5	0
isogroup117946	29	2	17	15	3	2
isogroup117964	1	0	0	0	0	0
isogroup117966	0	0	0	0	0	0
isogroup118039	0	0	0	0	0	0
isogroup118041	1	0	0	0	0	0
isogroup118052	0	0	0	0	0	0
isogroup118064	1	0	0	0	0	0
isogroup118074	0	0	0	0	0	0
isogroup11808	99	14	16	13	4	1
isogroup118082	1	1	1	2	2	0
isogroup118093	1	0	0	5	0	5
isogroup11811	33	0	6	7	3	0
isogroup118113	0	0	0	0	0	0
isogroup118120	1	1	0	0	0	0
isogroup118121	1	1	0	0	0	0
isogroup118123	3	3	0	2	0	0
isogroup118127	3	0	3	3	4	0
isogroup118140	0	0	0	0	0	0
isogroup118161	0	1	0	0	0	0
isogroup118164	0	0	0	0	0	0
isogroup118177	6	0	0	0	7	0
isogroup11818	13	1	3	1	2	4
isogroup118193	1	1	1	0	0	0
isogroup11820	153	2	37	33	10	10
isogroup11821	44	7	11	4	7	2
isogroup118252	1	2	0	0	0	0
isogroup11826	9	0	9	1	1	0
isogroup118266	1	0	0	0	0	0
isogroup118327	6	0	0	0	0	0
isogroup118351	3	0	13	10	0	1
isogroup118367	0	0	0	0	0	0
isogroup118380	0	0	0	0	0	0
isogroup118398	7	2	0	4	0	1
isogroup118401	0	0	0	0	0	0
isogroup11842	0	0	0	0	0	0
isogroup118435	4	0	1	2	0	0
isogroup118459	9	0	5	1	5	0
isogroup118463	1	0	0	0	0	0
isogroup118473	0	0	0	0	5	0
isogroup118483	8	3	9	5	0	0
isogroup118498	13	0	3	1	0	0
isogroup11850	264	2	28	11	23	8
isogroup118539	2	0	0	1	1	0
isogroup118540	0	0	0	0	1	0
isogroup118556	9	4	2	3	1	0
isogroup118565	3	0	0	0	0	0
isogroup11857	32	0	0	4	1	1
isogroup118593	3	0	0	0	0	0
isogroup118617	13	0	21	6	5	0
isogroup118619	3	6	1	0	1	0
isogroup118644	20	4	1	12	2	1
isogroup118659	0	0	2	0	0	0
isogroup118700	0	0	0	0	0	0
isogroup118702	0	0	0	0	0	0
isogroup118724	1	1	0	0	0	0
isogroup118744	8	2	5	1	5	0
isogroup118770	1	0	0	0	0	0
isogroup118802	3	0	2	5	1	3
isogroup118815	1	2	1	0	0	0
isogroup118823	0	0	0	0	0	0
isogroup118843	13	1	13	5	0	0
isogroup118846	0	0	0	0	0	0
isogroup118850	1	0	0	0	0	0
isogroup11891	297	10	53	73	24	14
isogroup118934	8	0	0	2	0	0
isogroup118945	0	0	0	0	0	0
isogroup11895	284	2	144	73	28	26
isogroup118977	0	0	0	0	0	0
isogroup118990	7	0	0	1	2	0
isogroup1190	2	0	0	0	0	0
isogroup119022	0	1	0	0	0	0
isogroup119050	3	5	6	17	3	0
isogroup119074	228	13	290	109	73	33
isogroup119080	0	0	0	0	0	0
isogroup119085	12	8	2	4	5	3
isogroup119100	1	0	2	0	0	0
isogroup119106	108	10	78	29	30	12
isogroup119125	2	0	0	0	0	0
isogroup119136	2	0	3	0	0	0
isogroup119137	5	3	0	5	0	0
isogroup11914	0	0	0	0	0	0
isogroup119158	39	2	39	30	12	4
isogroup119232	2	1	0	0	0	0
isogroup119233	8	0	7	0	0	1
isogroup119254	1	0	0	0	0	0
isogroup119260	6	0	2	1	0	0
isogroup119266	8	4	2	12	5	0
isogroup119279	0	0	0	0	0	0
isogroup119280	0	0	0	0	0	0
isogroup119295	2	0	4	0	0	0
isogroup119309	0	0	0	0	0	0
isogroup11931	23	3	0	9	0	0
isogroup11933	0	2	0	0	0	0
isogroup119346	0	0	0	0	1	0
isogroup119354	1	0	0	0	0	0
isogroup119383	33	1	37	17	14	0
isogroup119402	0	1	0	2	1	0
isogroup119406	0	0	0	0	0	0
isogroup119439	0	0	0	0	0	0
isogroup119465	0	0	0	1	0	0
isogroup11948	119	1	23	17	3	6
isogroup119496	0	0	0	0	0	0
isogroup119512	39	6	0	16	5	10
isogroup119530	0	0	0	0	0	0
isogroup119540	0	0	0	0	0	0
isogroup119542	1	0	0	0	0	0
isogroup11955	17	11	4	4	1	0
isogroup119555	1	0	0	2	0	0
isogroup119599	9	2	1	2	0	0
isogroup119645	0	0	0	0	0	0
isogroup119653	1	0	0	0	0	0
isogroup119679	0	0	0	0	0	0
isogroup119723	10	0	4	5	1	0
isogroup119730	0	0	3	0	0	0
isogroup119742	5	0	7	0	0	0
isogroup119749	0	0	0	0	0	0
isogroup119772	0	0	0	0	0	0
isogroup119797	0	0	0	0	0	0
isogroup11980	279	10	37	21	10	5
isogroup119808	0	0	0	0	0	0
isogroup119825	0	0	0	0	0	0
isogroup119833	4	0	0	2	0	0
isogroup119851	1	0	0	0	0	0
isogroup11987	22	0	2	3	1	0
isogroup119878	0	0	0	0	0	0
isogroup119880	0	0	0	0	0	0
isogroup119882	0	0	0	0	0	0
isogroup119894	0	0	0	0	0	0
isogroup119905	2	0	0	0	0	0
isogroup119921	0	0	0	0	0	1
isogroup119950	33	4	8	12	7	1
isogroup119984	4	0	2	0	0	0
